中国有线,#genre#
靖洋戲劇HD-2565,p2p://185.212.201.60:6005/5e0514fd000600010565d312a2c9f6d6.ts
國興衛視-2597,p2p://185.212.201.60:6005/5e051538000e6ff50566bbb3766eae22.ts
JET綜合-2603,p2p://185.212.201.60:6005/5e051539000920ec0566be3fbdfc650a.ts
民視新聞HD-2553,p2p://185.212.201.60:6005/5e0514fb000835c20565cbd3e0090f91.ts
Z 頻道-2604,p2p://185.212.201.60:6005/5e051539000acda00566bead4eaf40e0.ts
ELTA綜合HD-2568,p2p://185.212.201.60:6005/5e0514fd000ad5a50565d44faed3ef66.ts
寰宇綜合HD-2574,p2p://185.212.201.60:6005/5e0514fe0005e3ea0565d6f37a87b915.ts
France 24-2624,p2p://185.212.201.60:6005/5e05153c0005ca3d0566c91da31b9422.ts
Bloomberg-2625,p2p://185.212.201.60:6005/5e05153c0007545d0566c9815dc41555.ts
法國TV5-2626,p2p://185.212.201.60:6005/5e05153c000b462e0566ca84881a2413.ts
CNBCHK-2630,p2p://185.212.201.60:6005/5e05153d0003e4460566cc88242b4d64.ts
FX HD-2487,p2p://185.212.201.60:6005/5e0514cd000ef2a2056519ddca27ad83.ts
第一劇场-2610,p2p://185.212.201.60:6005/5e05153a000766330566c1b686ebe7ba.ts
龍祥時代-2613,p2p://185.212.201.60:6005/5e05153a000e87ec0566c389d1e86e21.ts
衛視電影(福建旁边)-2577,p2p://185.212.201.60:6005/5e0514fe000c04280565d88566d06011.ts
星衛娛樂台-2485,p2p://185.212.201.60:6005/5e0514cd000bc22b0565190ce1c03251.ts
中國電影頻道-2618,p2p://185.212.201.60:6005/5e05153b000b3e4b0566c69ab15c72c5.ts
CineMax-2617,p2p://185.212.201.60:6005/5e05153b0006e9a70566c57eba13c9a2.ts
AXN電影-2614,p2p://185.212.201.60:6005/5e05153b0000ee340566c3f6c269144c.ts
AMC HD-2631,p2p://185.212.201.60:6005/5e05153d00058a7d0566ccf452a1f776.ts
衛視洋片HD-2576,p2p://185.212.201.60:6005/5e0514fe000adc4d0565d839e776e705.ts
龍華洋片-2578,p2p://185.212.201.60:6005/5e0514fe000d8df90565d8e951cfb987.ts
龍華動畫-2579,p2p://185.212.201.60:6005/5e0514fe000f14e60565d94ee5efe519.ts
龍華戲劇-2580,p2p://185.212.201.60:6005/5e0514ff00015b130565d9b27ab91f16.ts
ELTA體育-2570,p2p://185.212.201.60:6005/5e0514fd000e25db0565d5286d6ff1be.ts
龍華偶像-2581,p2p://185.212.201.60:6005/5e0514ff000280b40565d9fd0c6ce8cd.ts
ELTA影劇-2571,p2p://185.212.201.60:6005/5e0514fe00008dbd0565d595768e2c67.ts
壹電視新聞-2582,p2p://185.212.201.60:6005/5e0514ff0004b9320565da8fa1e3fb2f.ts
壹電視綜合-2583,p2p://185.212.201.60:6005/5e0514ff0006ef930565db20f33e453b.ts
Hainan News HD-2424,p2p://185.212.201.60:6005/5e0514c60000b59f0564fae0dcb6724c.ts
Fox Sports 1-2640,p2p://185.212.201.60:6005/5e05153e000741d10566d14deef37370.ts
Fox Sports 2-2641,p2p://185.212.201.60:6005/5e05153e0008eadc0566d1ba6488577e.ts
Fox Sports 3-2642,p2p://185.212.201.60:6005/5e05153e000a914f0566d2265d3ba095.ts
博斯運動-2585,p2p://185.212.201.60:6005/5e0514ff000a40fd0565dbf93115d1cb.ts
博斯高球-2586,p2p://185.212.201.60:6005/5e0514ff000d95db0565dcd38b52ebac.ts
橄欖球頻道-2653,p2p://185.212.201.60:6005/5e0515400000ef1c0566d77e9f9a0c9d.ts
GOLF.網球-2587,p2p://185.212.201.60:6005/5e0515000000ee630565dd7ed0c58ba3.ts
GOLF中文-2387,p2p://185.212.201.60:6005/5e05148600068f770564025f7cc7a45f.ts
GOLF(亞洲)-2588,p2p://185.212.201.60:6005/5e0515000002a1ba0565ddeeaab96fbc.ts
ELTA體育3臺-2569,p2p://185.212.201.60:6005/5e0514fd000c801b0565d4bc25987fca.ts
TVN HD-2606,p2p://185.212.201.60:6005/5e051539000e9fce0566bfa8220c5448.ts
法國時裝HD-2529,p2p://185.212.201.60:6005/5e0514f800096b1e0565c06a9e663cd5.ts
法国时尚(亞洲)-2354,p2p://185.212.201.60:6005/5e051481000be1b30563f034d0a9903d.ts
德國之聲-2530,p2p://185.212.201.60:6005/5e0514f8000b340a0565c0df8b5e58dc.ts
TLC旅游生活-2648,p2p://185.212.201.60:6005/5e05153f000604720566d4e3cfd1c2b6.ts
EVE居家健康-2649,p2p://185.212.201.60:6005/5e05153f0007ac6a0566d5501a341a06.ts
衛視中文台HD-2575,p2p://185.212.201.60:6005/5e0514fe0007d1930565d7725597f80f.ts
東方37-2591,p2p://185.212.201.60:6005/5e0515000007c0cb0565df3dd204edca.ts
快樂垂釣-2592,p2p://185.212.201.60:6005/5e051500000a26dc0565dfdabecea409.ts
四海釣魚-2593,p2p://185.212.201.60:6005/5e0515380006d8190566b9c2e453be08.ts
美食星球-2594,p2p://185.212.201.60:6005/5e051538000855c60566ba2349abf98a.ts
動物星球-2496,p2p://185.212.201.60:6005/5e0514ce000e120705651d8ba339da5b.ts
魅力音樂-2345,p2p://185.212.201.60:6005/5e0514800007cbda0563eb40a71f11fb.ts
Fox Sports 1-2384,p2p://185.212.201.60:6005/5e051486000034bb056400bff6a90118.ts
Fox Sports 2-2358,p2p://185.212.201.60:6005/5e05148200052b7c0563f26467c1be57.ts
歐洲體育-2589,p2p://185.212.201.60:6005/5e05150000044ac00565de5a5889f325.ts
緯萊體育HD-2563,p2p://185.212.201.60:6005/5e0514fd00018afe0565d1ee42ae84d0.ts
梨園頻道-2346,p2p://185.212.201.60:6005/5e0514800009d5f20563ebc663406322.ts
ESPN HD美版-2650,p2p://185.212.201.60:6005/5e05153f000ad8db0566d620ffc0d896.ts
籃球頻道-2590,p2p://185.212.201.60:6005/5e0515000005f2540565dec7ee548cc9.ts
NHK Premiun-2651,p2p://185.212.201.60:6005/5e05153f000c831b0566d68d86c0970f.ts
BBC World HD-2628,p2p://185.212.201.60:6005/5e05153d00009a270566cbb1a0fb48dc.ts
CNN NEWS HD-2629,p2p://185.212.201.60:6005/5e05153d00023bc90566cc1cb66c8005.ts
CN卡通-2333,p2p://185.212.201.60:6005/5e05147e000cd33e0563e4bae5018c13.ts
迪士尼-2595,p2p://185.212.201.60:6005/5e051538000b22080566badb69465345.ts
MOMO親子台-2596,p2p://185.212.201.60:6005/5e051538000cc8ea0566bb47466ae9a5.ts
Nick Junior-2347,p2p://185.212.201.60:6005/5e051480000b9e640563ec3b6217290f.ts
亞洲旅遊-2607,p2p://185.212.201.60:6005/5e05153a000107c20566c0152c56304a.ts
中天亞洲-2549,p2p://185.212.201.60:6005/5e0514fb000198840565ca221654e891.ts
FOXlife-2344,p2p://185.212.201.60:6005/5e0514800005c0c90563eabac6f9ffdd.ts
博斯網球-2632,p2p://185.212.201.60:6005/5e05153d0007f5460566cd938b98a640.ts
東方財經-2608,p2p://185.212.201.60:6005/5e05153a0002ce9a0566c089edb172bf.ts
第一財經-2609,p2p://185.212.201.60:6005/5e05153a0004776a0566c0f6d2c41c34.ts
BBC知識頻道-2619,p2p://185.212.201.60:6005/5e05153b000ce67c0566c707e692cf35.ts
靖天電影-2615,p2p://185.212.201.60:6005/5e05153b000296790566c463449611c5.ts
EYE TV旅遊HD-2572,p2p://185.212.201.60:6005/5e0514fe000236260565d6022ff195a0.ts
EYE TV戲劇HD-2573,p2p://185.212.201.60:6005/5e0514fe0003dea30565d66f8c76ed56.ts
OutdoorChannelHD-2633,p2p://185.212.201.60:6005/5e05153d0009e0cf0566ce11bb95f118.ts
HBO HD美版-2620,p2p://185.212.201.60:6005/5e05153b000e8c120566c77251a8fa26.ts
HBO1 HD歐版-2621,p2p://185.212.201.60:6005/5e05153c0001745a0566c80068476d90.ts
HBO2 HD歐版-2622,p2p://185.212.201.60:6005/5e05153c0002dc260566c85d81dca426.ts
HBO3 HD歐版-2623,p2p://185.212.201.60:6005/5e05153c000444620566c8b9b5eb053c.ts
H265.翡翠台HD-2374,p2p://185.212.201.60:6005/5e051484000cdfaf0563fc2d17f4b3a1.ts
H265.VIUTV HD-2413,p2p://185.212.201.60:6005/5e0514c4000d2d850564f641c5dc5c34.ts
H265.ViuTVsix-2414,p2p://185.212.201.60:6005/5e0514c4000ec7b90564f6aa643bcc23.ts
H265.無線新聞台HD-2411,p2p://185.212.201.60:6005/5e0514890007d01805640e697dd20ec2.ts
H265.明珠台(粵語)-2415,p2p://185.212.201.60:6005/5e0514c500016d840564f72753b92269.ts
H265.翡翠J2 HD-2412,p2p://185.212.201.60:6005/5e0514890009784105640ed658762f37.ts
H265.無線財經台 HD-2375,p2p://185.212.201.60:6005/5e051484000f2c3a0563fcc3f55f9daf.ts
H265.RHK31HD-2364,p2p://185.212.201.60:6005/5e0514830004441f0563f611cb981780.ts
H265.RHK32HD-2365,p2p://185.212.201.60:6005/5e051483000782cb0563f6e5915b5863.ts
H265.RHK33HD-2366,p2p://185.212.201.60:6005/5e051483000a6e690563f7a516bb1f1a.ts
H265.CHC高清電影-2442,p2p://185.212.201.60:6005/5e0514c80006c3ec0565043ce4a0c21a.ts
H265.CHC動作電影-2443,p2p://185.212.201.60:6005/5e0514c800084a77056504a014812a1f.ts
H265.CHC家庭影院-2444,p2p://185.212.201.60:6005/5e0514c8000b18b70565055860a34dc8.ts
衛視電影(亞洲)-2393,p2p://185.212.201.60:6005/5e051487000346f0056405709fa2bdb3.ts
RED红电影-2394,p2p://185.212.201.60:6005/5e0514870004ef6e056405dd057e1897.ts
美国CBS HD-2677,p2p://185.212.201.60:6005/5e051543000049b70566e30cf2e123d2.ts
美国NBC HD-2675,p2p://185.212.201.60:6005/5e051542000b36fe0566e1f0e3501b55.ts
美国FOX HD-2676,p2p://185.212.201.60:6005/5e051542000cff390566e2653292dac7.ts
美国ABC HD-2674,p2p://185.212.201.60:6005/5e051542000703c40566e0ddafa084ac.ts
BabyTV-2383,p2p://185.212.201.60:6005/5e051485000dcf1b05640052abe0759b.ts
Animax-2389,p2p://185.212.201.60:6005/5e051486000ae29a0564037a0487cec3.ts
Nickelodeon-2391,p2p://185.212.201.60:6005/5e051486000f37e10564049664a9f638.ts
BBCentertainment-2390,p2p://185.212.201.60:6005/5e051486000c8a53056403e7dcf4ef0e.ts
BEIN SPORTS HD-2654,p2p://185.212.201.60:6005/5e0515400002fd860566d80568fefe45.ts
BEIN SPORT NEWS HD-2655,p2p://185.212.201.60:6005/5e0515400004620f0566d860c0fcdefb.ts
EURO SPORT 1 HD-2656,p2p://185.212.201.60:6005/5e0515400005a92c0566d8b4f9011b36.ts
EURO SPORT 2 HD-2657,p2p://185.212.201.60:6005/5e0515400007715d0566d9294b6bd3dc.ts
MOVIESTAR F1 HD-2658,p2p://185.212.201.60:6005/5e0515400008fb0a0566d98eac734492.ts
TSN 1 HD-2659,p2p://185.212.201.60:6005/5e051540000a3faf0566d9e1dba210e9.ts
TSN 2 HD-2660,p2p://185.212.201.60:6005/5e051540000b65820566da2c66e6c3a0.ts
TSN 3 HD-2661,p2p://185.212.201.60:6005/5e051540000cacf80566da80d03dcb30.ts
TSN 4 HD-2662,p2p://185.212.201.60:6005/5e051540000dd3a90566dacbc975eb99.ts
TSN 5 HD-2663,p2p://185.212.201.60:6005/5e051541000033920566db36ca95df35.ts
SPORTNET 1 HD-2664,p2p://185.212.201.60:6005/5e051541000301590566dbeefa6bb842.ts
SPORTNET WORLD HD-2665,p2p://185.212.201.60:6005/5e051541000488b90566dc528c1e424a.ts
C+ Futbal-2667,p2p://185.212.201.60:6005/5e0515410007f9490566dd3472485ea4.ts
C+ LIGA HD-2666,p2p://185.212.201.60:6005/5e051541000651360566dcc786dc615f.ts
C+ Deportes 1 HD-2668,p2p://185.212.201.60:6005/5e051541000aa60c0566dde32244173d.ts
C+ Deportes 2 HD-2669,p2p://185.212.201.60:6005/5e051541000c529f0566de51e26d181a.ts
Llig deporte 1-2670,p2p://185.212.201.60:6005/5e051541000efa6e0566deff03b49dc8.ts
Llig deporte 2-2671,p2p://185.212.201.60:6005/5e051542000145950566df647cfd9bf6.ts
Llig deporte 3-2672,p2p://185.212.201.60:6005/5e05154200038f8f0566dffa54380913.ts
Llig deporte 4-2673,p2p://185.212.201.60:6005/5e051542000558ca0566e0704b5d4e41.ts
凤凰卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzw
凤凰资讯,rtmp://ivi.bupt.edu.cn:1935/livetv/fhzx
凤凰香港,http://qlive.fengshows.cn/live720p/PHK.flv?txSecret=daefe6664bbeadcfb4ee2338a48d041c&txTime=16f1ea41738#p8p://0198.02686.cc:16871/5d1a69d6000505cd11be625a06b24e50.ts
凤凰电影,rtmp://ivi.bupt.edu.cn:1935/livetv/fhdy
澳亚卫视,http://stream.mastvnet.com/MASTV/playlist.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
星空卫视,rtmp://ivi.bupt.edu.cn:1935/livetv/startv
NatlGeo,rtmp://ivi.bupt.edu.cn:1935/livetv/natlgeo
Discovery,rtmp://ivi.bupt.edu.cn:1935/livetv/discovery
Star Sports,rtmp://ivi.bupt.edu.cn:1935/livetv/starsports
CHANNEL[V],rtmp://ivi.bupt.edu.cn:1935/livetv/channelv
MTV,http://103.145.38.45/dl/gzyx.php?id=mtv

网络轮播,#genre#
科幻影院,http://47.240.60.73/migu.php?id=625204865
喜剧影院,http://47.240.60.73/migu.php?id=637444830
火爆影院,http://47.240.60.73/migu.php?id=624999147
劲片影院,http://47.240.60.73/migu.php?id=625759558
新秀影院,http://47.240.60.73/migu.php?id=619495952
经典影院,http://47.240.60.73/migu.php?id=625681368
怀旧影院,http://47.240.60.73/migu.php?id=621640582
国际影院,http://47.240.60.73/migu.php?id=625542365
惊悚影院,http://47.240.60.73/migu.php?id=627033504
盗墓剧场,http://47.240.60.73/migu.php?id=625525181
悬疑剧场,http://47.240.60.73/migu.php?id=625574493
小说剧场,http://47.240.60.73/migu.php?id=627198751
言情剧场,http://47.240.60.73/migu.php?id=617432318
欢乐剧场,http://47.240.60.73/migu.php?id=625681367
古装剧场,http://47.240.60.73/migu.php?id=627198822
假期剧场,http://47.240.60.73/migu.php?id=627198692
经典剧场,http://47.240.60.73/migu.php?id=625542369
QIY电影大片,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dianyingjingxuan_1080p_t10/c15_lb_dianyingjingxuan_1080p_t10.m3u8
QIY贺岁影院,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_haolaiwudapian_1080p_t10/c16_lb_haolaiwudapian_1080p_t10.m3u8
QIY豆瓣高分,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_wuxingyingyuan_1080p_t10/c15_lb_wuxingyingyuan_1080p_t10.m3u8
QIY动作电影,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_dongzuodianying_1080p_t10/c16_lb_dongzuodianying_1080p_t10.m3u8
QIY票房收割机,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_heibangdianying_1080p_t10/c16_lb_heibangdianying_1080p_t10.m3u8
QIY惊悚午夜,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_jingnawuyechang_1080p_t10/c16_lb_jingnawuyechang_1080p_t10.m3u8
QIY湖南影视,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c20_lb_songzhongji_1080p_t10/c20_lb_songzhongji_1080p_t10.m3u8
QIY东方影视,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_jiayouernv_1080p_t10/c16_lb_jiayouernv_1080p_t10.m3u8
QIY华语院线,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_huayuyuanxian_1080p_t10/c16_lb_huayuyuanxian_1080p_t10.m3u8
QIY日韩院线,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_rihanyuanxian_1080p_t10/c16_lb_rihanyuanxian_1080p_t10.m3u8
QIY家庭剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_jiatingjuchang_1080p_t10/c15_lb_jiatingjuchang_1080p_t10.m3u8
QIY周末影院,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_fengxiaogang_1080p_t10/c16_lb_fengxiaogang_1080p_t10.m3u8 
QIY小说改编,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xiaoshuogaibian_1080p_t10/c15_lb_xiaoshuogaibian_1080p_t10.m3u8
QIY收视冠军,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_dajuchongwen_1080p_t10/c15_lb_dajuchongwen_1080p_t10.m3u8
QIY仙侠玄幻,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_qingshenshenyumengmeng_1080p_t10/c15_lb_qingshenshenyumengmeng_1080p_t10.m3u8
QIY青春剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_weizhangzhe_1080p_t10/c15_lb_weizhangzhe_1080p_t10.m3u8
QIY宫廷正剧,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_niandaijuchang_1080p_t10/c15_lb_niandaijuchang_1080p_t10.m3u8
QIY热播影剧,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_reboju_1080p_t10/c15_lb_reboju_1080p_t10.m3u8 
QIY经典港片,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_jingdianguangpian_1080p_t10/c15_lb_jingdianguangpian_1080p_t10.m3u8
QIY经典重温,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_jingdianjuchang_1080p_t10/c16_lb_jingdianjuchang_1080p_t10.m3u8
QIY怀旧剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_huaijiujuchang_1080p_t10/c16_lb_huaijiujuchang_1080p_t10.m3u8
QIY婚姻剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_hunyinjuchang_1080p_t10/c16_lb_hunyinjuchang_1080p_t10.m3u8 
QIY抗战剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_kangzhanjuchang_1080p_t10/c15_lb_kangzhanjuchang_1080p_t10.m3u8
QIY医院故事,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_yiyuangushi_1080p_t10/c15_lb_yiyuangushi_1080p_t10.m3u8
QIY谍战剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_diezhanjuchang_1080p_t10/c16_lb_diezhanjuchang_1080p_t10.m3u8
QIY军旅剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_junlvjuchang_1080p_t10/c16_lb_junlvjuchang_1080p_t10.m3u8
QIY老年剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_laonianjuchang_1080p_t10/c15_lb_laonianjuchang_1080p_t10.m3u8
QIY欢乐剧场,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_xijudianying_1080p_t10/c16_lb_xijudianying_1080p_t10.m3u8
QIY情景喜剧,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_kaixinjuchang_1080p_t10/c16_lb_kaixinjuchang_1080p_t10.m3u8
QIY喜剧大咖,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xijudaka_1080p_t10/c15_lb_xijudaka_1080p_t10.m3u8
QIY相声小品,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_xiangshengxiaopin_1080p_t10/c15_lb_xiangshengxiaopin_1080p_t10.m3u8
QIY重磅综艺,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_rebozongyi_1080p_t10/c15_lb_rebozongyi_1080p_t10.m3u8
QIY情感调解,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_qinggantiaojie_1080p_t10/c15_lb_qinggantiaojie_1080p_t10.m3u8
QIY记录片,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_newjilupian_1080p_t10/c15_lb_newjilupian_1080p_t10.m3u8
QIY自然地理,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_zirandili_1080p_t10/c16_lb_zirandili_1080p_t10.m3u8
QIY历史秘闻,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_lishimiwen_1080p_t10/c15_lb_lishimiwen_1080p_t10.m3u8
QIY人文社会,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_renwenshehui_1080p_t10/c15_lb_renwenshehui_1080p_t10.m3u8
QIY奇妙世界,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_qimiaoshijie_1080p_t10/c16_lb_qimiaoshijie_1080p_t10.m3u8
QIY科学探索,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_kexuetansuo_1080p_t10/c16_lb_kexuetansuo_1080p_t10.m3u8
QIY旅游攻略,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_lvyounew_1080p_t10/c15_lb_lvyounew_1080p_t10.m3u8
QIY军事观察,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c16_lb_junshinew_1080p_t10/c16_lb_junshinew_1080p_t10.m3u8
QIY宠物台,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_chongwutai_1080p_t10/c15_lb_chongwutai_1080p_t10.m3u8

地方频道,#genre#
武汉综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000215.m3u8
湖北经视,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000145.m3u8
湖北电视,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000146.m3u8
湖北龚上,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000014.m3u8
湖北公共,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000148.m3u8
湖北影视,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000016.m3u8
湖北教育,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000017.m3u8
湖北生活,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000018.m3u8
北京文艺,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8#http://ivi.bupt.edu.cn/hls/btv2.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京影视,http://ivi.bupt.edu.cn/hls/btv4.m3u8
北京财经,http://ivi.bupt.edu.cn/hls/btv5.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京纪实,http://ivi.bupt.edu.cn/hls/btv11hd.m3u8#http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000071.m3u8
广州新闻,http://aplay.gztv.com/sec/xinwen.m3u8
广州生活,http://aplay.gztv.com/sec/shenghuo.m3u8
广州法治,http://aplay.gztv.com/sec/jingji.m3u8
广州竞赛,http://aplay.gztv.com/sec/jingsai.m3u8
广州少儿,http://aplay.gztv.com/sec/shaoer.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8
广东体育,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=8&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
重庆新闻,http://219.153.252.50/PLTV/88888888/224/3221225531/chunklist.m3u8
重庆时尚,http://219.153.252.50/PLTV/88888888/224/3221225627/chunklist.m3u8
重庆都市,http://219.153.252.50/PLTV/88888888/224/3221225631/chunklist.m3u8
四川影视,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=003&Provider_id=&Pcontent_id=index.m3u8
峨眉电影,http://scgctvshow.sctv.com/hdlive/emei/1.m3u8
济南综合,http://ts1.ijntv.cn/xwhd/playlist.m3u8
济南影视,http://ts1.ijntv.cn/yshd/hd/live.m3u8
宜昌综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000274.m3u8
襄阳综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000252.m3u8
荆州新闻,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000266.m3u8
随州综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000251.m3u8
鄂州综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000259.m3u8
咸宁综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000261.m3u8
天门电视,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000268.m3u8
